file	coding
021A-C0897X0254XX-AAZZP0_025402_KD3_38__BIT-YOU__1434-8625	0
021A-C0897X0254XX-AAZZP0_025402_KD3_38__THAT-YOU__1861-8225	0
021A-C0897X0254XX-AAZZP0_025403_KD3_39__THAT-YOU__2422-2225	0
021A-C0897X0260XX-AAZZP0_026003_KC2_3__WHAT-YOU__1409-7425	0
021A-C0897X0261XX-AAZZP0_026101_KC2_5__BUT-YOU__1771-385	0
021A-C0897X0261XX-ABZZP0_026102_KC2_6__THOUGHT-YOU__427-2125	0
021A-C0897X0261XX-ABZZP0_026102_KC2_6__WHAT-YOU__510-3425	0
021A-C0897X0262XX-ABZZP0_026203_KC2_10__IT-YOU__1463-2725	0
021A-C0897X0262XX-ABZZP0_026203_KC2_10__WHAT-YOU__1357-7925	0
021A-C0897X0264XX-AAZZP0_026401_KC2_26__ALRIGHT-YOU__385-4125	0
021A-C0897X0264XX-AAZZP0_026401_KC2_26__THAT-YOU__234-7825	0
021A-C0897X0264XX-ABZZP0_026403_KC2_28__OUT-YOU__674-9325	0
021A-C0897X0264XX-ABZZP0_026403_KC2_28__YET-YOU__1657-6825	0
021A-C0897X0265XX-AAZZP0_026503_KBP_2__BUT-YOU__625-7725	0
021A-C0897X0265XX-AAZZP0_026503_KBP_2__GET-YOU__1860-1625	0
021A-C0897X0265XX-AAZZP0_026503_KBP_2__LOT-YOU__1474-5425	0
021A-C0897X0265XX-AAZZP0_026503_KBP_2__WHAT-YOU__2008-9325	0
021A-C0897X0265XX-AAZZP0_026503_KBP_2__WHAT-YOU__2205-8325	0
021A-C0897X0265XX-AAZZP0_026503_KBP_2__WHAT-YOU__761-2625	0
021A-C0897X0265XX-ABZZP0_026505_KBP_4__OUT-YOU__221-1025	0
021A-C0897X0265XX-ABZZP0_026506_KBP_5__PAST-YOU__1126-6125	0
021A-C0897X0265XX-ABZZP0_026506_KBP_5__WHAT-YOU__1002-4025	0
021A-C0897X0265XX-ABZZP0_026506_KBP_5__WHAT-YOU__1372-2625	0
021A-C0897X0265XX-ABZZP0_026507_KBP_6__THOUGHT-YOU__2509-4225	0
021A-C0897X0266XX-AAZZP0_026602_KBP_8__THAT-YOU__1590-6425	0
021A-C0897X0266XX-AAZZP0_026602_KBP_8__THAT-YOU__74-0725	0
021A-C0897X0266XX-ABZZP0_026603_KBP_9__THAT-YOU__281-310656722	0
021A-C0897X0266XX-ABZZP0_026603_KBP_9__THOUGHT-YOU__985-120656722	0
021A-C0897X0266XX-ABZZP0_026611_KBP_15__NIGHT-YOU__2384-3225	0
021A-C0897X0266XX-ABZZP0_026611_KBP_15__THOUGHT-YOU__2243-3625	0
021A-C0897X0266XX-ABZZP0_026611_KBP_15__WHAT-YOU__1866-9625	0
021A-C0897X0268XX-ABZZP0_026806_KCN_7__BUT-YOU__1010-4425	0
021A-C0897X0270XX-AAZZP0_027002_KCN_13__IT-YOU__2463-1519777	0
021A-C0897X0270XX-AAZZP0_027002_KCN_13__PUT-YOU__2461-3219777	0
021A-C0897X0271XX-ABZZP0_027102_KCN_19__BUT-YOU__604-5225	0
021A-C0897X0272XX-AAZZP0_027202_KCN_23__OUT-YOU__1179-6225	0
021A-C0897X0272XX-AAZZP0_027202_KCN_23__THAT-YOU__510-3925	0
021A-C0897X0276XX-AAZZP0_027601_KCN_51__BUT-YOU__1420-85278033	0
021A-C0897X0276XX-AAZZP0_027602_KCN_52__WHAT-YOU__2095-62110599	0
021A-C0897X0276XX-ABZZP0_027605_KCN_55__IT-YOU__2690-09037913	0
021A-C0897X0278XX-AAZZP0_027803_KBN_12__AT-YOU__1536-5925	0
021A-C0897X0278XX-AAZZP0_027803_KBN_12__AT-YOU__1543-1825	0
021A-C0897X0280XX-AAZZP0_028003_KCF_3__GET-YOU__1080-5525	0
021A-C0897X0280XX-AAZZP0_028003_KCF_3__GET-YOU__1097-7125	0
021A-C0897X0280XX-AAZZP0_028003_KCF_3__WHAT-YOU__1005-0525	0
021A-C0897X0282XX-ABZZP0_028205_KCF_10__AT-YOU__336-5625	0
021A-C0897X0282XX-ABZZP0_028205_KCF_10__AT-YOU__341-3325	0
021A-C0897X0282XX-ABZZP0_028205_KCF_10__AT-YOU__342-4625	0
021A-C0897X0283XX-AAZZP0_028301_KCF_12__BUT-YOU__256-115	0
021A-C0897X0283XX-AAZZP0_028302_KCF_13__BUT-YOU__889-7525	0
021A-C0897X0283XX-AAZZP0_028302_KCF_13__BUT-YOU__903-3025	0
021A-C0897X0283XX-AAZZP0_028303_KCF_14__BUT-YOU__1639-165	0
021A-C0897X0283XX-ABZZP0_028305_KCF_16__WHAT-YOU__1392-09535406	0
021A-C0897X0283XX-ABZZP0_028305_KCF_16__WHAT-YOU__1404-75535406	0
021A-C0897X0283XX-ABZZP0_028305_KCF_16__WHAT-YOU__2427-66535406	0
021A-C0897X0284XX-AAZZP0_028401_KCF_17__SENT-YOU__498-326622221	0
021A-C0897X0284XX-AAZZP0_028401_KCF_17__THAT-YOU__550-136622221	0
021A-C0897X0284XX-ABZZP0_028404_KCF_20__LET-YOU__43-3225	0
021A-C0897X0286XX-AAZZP0_028603_KCF_27__BUT-YOU__2464-78881306	0
021A-C0897X0288XX-AAZZP0_028801_KB0_1__BUT-YOU__357-4925	0
021A-C0897X0288XX-AAZZP0_028801_KB0_1__IT-YOU__66-8125	0
021A-C0897X0288XX-AAZZP0_028804_KB0_4__BUT-YOU__2169-555	0
021A-C0897X0288XX-AAZZP0_028804_KB0_4__THAT-YOU__2195-055	0
021A-C0897X0288XX-AAZZP0_028804_KB0_4__WHAT-YOU__2742-29511761	0
021A-C0897X0289XX-AAZZP0_028902_KB0_6__WHAT-YOU__2659-965	0
021A-C0897X0290XX-AAZZP0_029002_KB0_9__BUT-YOU__1583-085	0
021A-C0897X0290XX-AAZZP0_029003_KB0_10__THAT-YOU__2500-1425	0
021A-C0897X0290XX-ABZZP0_029004_KB0_11__THAT-YOU__672-565	0
021A-C0897X0291XX-AAZZP0_029101_KB0_12__THAT-YOU__14-075	0
021A-C0897X0291XX-AAZZP0_029101_KB0_12__THAT-YOU__991-305	0
021A-C0897X0291XX-ABZZP0_029102_KB0_13__THAT-YOU__13-455	0
021A-C0897X0291XX-ABZZP0_029102_KB0_13__THAT-YOU__821-685	0
021A-C0897X0291XX-ABZZP0_029103_KB0_14__GET-YOU__2660-705	0
021A-C0897X0291XX-ABZZP0_029103_KB0_14__THAT-YOU__2761-77941752	0
021A-C0897X0292XX-AAZZP0_029203_KB0_17__DIFFERENT-YOU__1652-9625	0
021A-C0897X0292XX-AAZZP0_029203_KB0_17__THAT-YOU__1520-8225	0
021A-C0897X0293XX-AAZZP0_029301_KB0_18__BUT-YOU__123-5425	0
021A-C0897X0293XX-AAZZP0_029302_KB0_19__MOMENT-YOU__2725-72224759	0
021A-C0897X0293XX-AAZZP0_029302_KB0_19__THAT-YOU__2160-45943174	0
021A-C0897X0293XX-AAZZP0_029302_KB0_19__THAT-YOU__2706-23224759	0
021A-C0897X0293XX-AAZZP0_029302_KB0_19__THAT-YOU__2708-14224759	0
021A-C0897X0293XX-AAZZP0_029302_KB0_19__WHAT-YOU__2116-10943174	0
021A-C0897X0293XX-AAZZP0_029302_KB0_19__WHAT-YOU__2123-77943174	0
021A-C0897X0293XX-AAZZP0_029302_KB0_19__WHAT-YOU__2289-43943174	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__ABOUT-YOU__2056-12784874	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__AT-YOU__1405-68480106	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__AT-YOU__2465-62683528	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__BUT-YOU__1946-31607212	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__BUT-YOU__2460-64683528	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__BUT-YOU__2574-99683528	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__GOT-YOU__2473-28683528	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__JUST-YOU__910-404801055	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__LET-YOU__651-308102602	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__MEANT-YOU__2199-69631864	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__NOT-YOU__1350-29480106	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__RIGHT-YOU__1990-22607212	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__THAT-YOU__1147-99480106	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__THAT-YOU__1420-25480106	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__THAT-YOU__2430-93683528	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__THAT-YOU__2693-47683528	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__THOUGHT-YOU__2199-43631864	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__WHAT-YOU__1470-13480106	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__WHAT-YOU__1496-18480106	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__WHAT-YOU__1918-85607212	0
021A-C0897X0294XX-AAZZP0_029401_KCE_1__WHAT-YOU__685-418102602	0
021A-C0897X0294XX-ABZZP0_029402_KCE_2__SORT-YOU__200-407577135	0
021A-C0897X0294XX-ABZZP0_029404_KCE_4__BUT-YOU__1080-82419684	0
021A-C0897X0294XX-ABZZP0_029404_KCE_4__GET-YOU__1491-63419684	0
021A-C0897X0294XX-ABZZP0_029405_KCE_5__BIT-YOU__1919-53943143	0
021A-C0897X0294XX-ABZZP0_029405_KCE_5__BIT-YOU__2075-00943143	0
021A-C0897X0294XX-ABZZP0_029405_KCE_5__THOUGHT-YOU__2188-43943143	0
021A-C0897X0294XX-ABZZP0_029405_KCE_5__WHAT-YOU__2154-42943143	0
021A-C0897X0294XX-ABZZP0_029406_KCE_6__THOUGHT-YOU__2377-655	0
021A-C0897X0295XX-AAZZP0_029501_KCE_7__BUT-YOU__1403-7725	0
021A-C0897X0295XX-AAZZP0_029501_KCE_7__GET-YOU__410-6925	0
021A-C0897X0295XX-AAZZP0_029501_KCE_7__IT-YOU__1395-8125	0
021A-C0897X0295XX-AAZZP0_029501_KCE_7__WHAT-YOU__1149-6325	0
021A-C0897X0295XX-AAZZP0_029501_KCE_7__WHAT-YOU__309-8125	0
021A-C0897X0295XX-AAZZP0_029501_KCE_7__WHAT-YOU__538-6325	0
021A-C0897X0295XX-AAZZP0_029502_KCE_8__NIGHT-YOU__1818-3025	0
021A-C0897X0295XX-AAZZP0_029502_KCE_8__WHAT-YOU__1855-0025	0
021A-C0897X0295XX-AAZZP0_029502_KCE_8__WHAT-YOU__1944-9525	0
021A-C0897X0295XX-ABZZP0_029503_KCE_9__BUT-YOU__658-112756825	0
021A-C0897X0295XX-ABZZP0_029503_KCE_9__GOT-YOU__839-692756825	0
021A-C0897X0295XX-ABZZP0_029503_KCE_9__THOUGHT-YOU__930-912756825	0
021A-C0897X0295XX-ABZZP0_029503_KCE_9__WHAT-YOU__537-692137728	0
021A-C0897X0295XX-ABZZP0_029504_KCE_10__BUT-YOU__1150-835	0
021A-C0897X0295XX-ABZZP0_029504_KCE_10__WHAT-YOU__1084-255	0
021A-C0897X0295XX-ABZZP0_029504_KCE_10__WHAT-YOU__1086-305	0
021A-C0897X0295XX-ABZZP0_029504_KCE_10__WHAT-YOU__1615-96120152	0
021A-C0897X0296XX-AAZZP0_029601_KCE_11__ABOUT-YOU__1047-82592127	0
021A-C0897X0296XX-AAZZP0_029601_KCE_11__LEAST-YOU__225-335	0
021A-C0897X0296XX-AAZZP0_029601_KCE_11__THOUGHT-YOU__971-89457316	0
021A-C0897X0296XX-AAZZP0_029604_KCE_14__WHAT-YOU__1824-2325	0
021A-C0897X0296XX-ABZZP0_029606_KCE_16__GET-YOU__1503-705	0
021A-C0897X0296XX-ABZZP0_029606_KCE_16__IT-YOU__1367-485	0
021A-C0897X0296XX-ABZZP0_029606_KCE_16__WHAT-YOU__1399-575	0
021A-C0897X0297XX-AAZZP0_029702_KCE_18__BUT-YOU__772-727484546	0
021A-C0897X0297XX-AAZZP0_029702_KCE_18__GET-YOU__289-135	0
021A-C0897X0297XX-AAZZP0_029702_KCE_18__GET-YOU__455-895	0
021A-C0897X0297XX-AAZZP0_029702_KCE_18__JUST-YOU__622-595	0
021A-C0897X0297XX-AAZZP0_029702_KCE_18__OUT-YOU__292-245	0
021A-C0897X0297XX-AAZZP0_029702_KCE_18__THAT-YOU__403-455	0
021A-C0897X0297XX-AAZZP0_029702_KCE_18__WHAT-YOU__374-885	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__ABOUT-YOU__1640-215	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__ABOUT-YOU__976-635	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__BUT-YOU__1408-98183999	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__BUT-YOU__1510-62183999	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__BUT-YOU__1719-935	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__BUT-YOU__2630-00826005	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__IT-YOU__1714-805	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__IT-YOU__1902-255	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__LET-YOU__1064-015	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__LET-YOU__1066-035	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__THAT-YOU__1821-095	0
021A-C0897X0297XX-ABZZP0_029708_KCE_24__WENT-YOU__1015-985	0
021A-C0897X0298XX-ABZZP0_029806_KDM_6__GET-YOU__164-2625	0
021A-C0897X0299XX-AAZZP0_029901_KDM_10__BUT-YOU__239-6025	0
021A-C0897X0299XX-AAZZP0_029903_KDM_12__IT-YOU__962-6625	0
021A-C0897X0299XX-AAZZP0_029903_KDM_12__THAT-YOU__894-9125	0
021A-C0897X0299XX-AAZZP0_029906_KDM_15__WHAT-YOU__2107-18073641	0
021A-C0897X0299XX-AAZZP0_029906_KDM_15__WHAT-YOU__2124-56073641	0
021A-C0897X0299XX-ABZZP0_029907_KDM_16__WHAT-YOU__155-5125	0
021A-C0897X0299XX-ABZZP0_029909_KDM_18__MEANT-YOU__608-1725	0
021A-C0897X0299XX-ABZZP0_029909_KDM_18__THOUGHT-YOU__607-9825	0
021A-C0897X0299XX-ABZZP0_029912_KDM_21__IT-YOU__2308-485	0
021A-C0897X0299XX-ABZZP0_029912_KDM_21__IT-YOU__2459-925	0
021A-C0897X0299XX-ABZZP0_029912_KDM_21__THOUGHT-YOU__2213-115	0
021A-C0897X0300XX-AAZZP0_030001_KDM_22__THOUGHT-YOU__140-1225	0
021A-C0897X0300XX-AAZZP0_030002_KDM_23__AT-YOU__2562-1325	0
021A-C0897X0300XX-AAZZP0_030002_KDM_23__JUST-YOU__2501-2825	0
021A-C0897X0300XX-AAZZP0_030002_KDM_23__LEAST-YOU__1958-5325	0
021A-C0897X0300XX-AAZZP0_030002_KDM_23__THAT-YOU__1027-0025	0
021A-C0897X0300XX-AAZZP0_030002_KDM_23__THAT-YOU__1175-9425	0
021A-C0897X0300XX-AAZZP0_030002_KDM_23__THAT-YOU__1261-8125	0
021A-C0897X0300XX-AAZZP0_030002_KDM_23__THOUGHT-YOU__1022-1725	0
021A-C0897X0300XX-AAZZP0_030002_KDM_23__WHAT-YOU__1207-1425	0
021A-C0897X0300XX-ABZZP0_030003_KDM_24__BUT-YOU__2005-7541403	0
021A-C0897X0300XX-ABZZP0_030003_KDM_24__BUT-YOU__2207-8441403	0
021A-C0897X0300XX-ABZZP0_030003_KDM_24__BUT-YOU__2529-155	0
021A-C0897X0300XX-ABZZP0_030003_KDM_24__THAT-YOU__1481-4741403	0
021A-C0897X0300XX-ABZZP0_030003_KDM_24__THAT-YOU__2026-3841403	0
021A-C0897X0300XX-ABZZP0_030003_KDM_24__WANT-YOU__2192-1641403	0
021A-C0897X0300XX-ABZZP0_030003_KDM_24__WHAT-YOU__2198-1341403	0
021A-C0897X0302XX-AAZZP0_030208_KDM_33__THAT-YOU__1300-4225	0
021A-C0897X0302XX-ABZZP0_030213_KDM_38__WHAT-YOU__1801-5525	0
021A-C0897X0303XX-AAZZP0_030304_KDM_43__THOUGHT-YOU__2066-6725	0
021A-C0897X0303XX-AAZZP0_030304_KDM_43__WANT-YOU__1790-1825	0
021A-C0897X0303XX-AAZZP0_030305_KDM_44__IT-YOU__2387-3525	0
021A-C0897X0303XX-AAZZP0_030305_KDM_44__IT-YOU__2390-9725	0
021A-C0897X0303XX-AAZZP0_030305_KDM_44__YET-YOU__2325-3725	0
021A-C0897X0304XX-ABZZP0_030401_KDM_45__BUT-YOU__67-9725	0
021A-C0897X0304XX-ABZZP0_030402_KDM_46__WHAT-YOU__281-1325	0
021A-C0897X0304XX-ABZZP0_030402_KDM_46__WHAT-YOU__470-1125	0
021A-C0897X0304XX-ABZZP0_030406_KDM_50__IT-YOU__1417-145	0
021A-C0897X0304XX-ABZZP0_030406_KDM_50__WHAT-YOU__1443-945	0
021A-C0897X0305XX-AAZZP0_030502_KDM_53__PUT-YOU__345-240763431	0
021A-C0897X0305XX-AAZZP0_030508_KDM_59__IT-YOU__982-8725	0
021A-C0897X0305XX-AAZZP0_030509_KDM_60__LET-YOU__1035-0225	0
021A-C0897X0305XX-AAZZP0_030510_KDM_61__ABOUT-YOU__2259-57613125	0
021A-C0897X0305XX-AAZZP0_030510_KDM_61__THAT-YOU__1651-565	0
021A-C0897X0305XX-AAZZP0_030510_KDM_61__THAT-YOU__1924-995	0
021A-C0897X0305XX-AAZZP0_030510_KDM_61__THAT-YOU__2269-42613125	0
021A-C0897X0305XX-AAZZP0_030510_KDM_61__THAT-YOU__2586-64581685	0
021A-C0897X0305XX-ABZZP0_030513_KDM_63__AT-YOU__1440-3725	0
021A-C0897X0305XX-ABZZP0_030513_KDM_63__AT-YOU__1476-4425	0
021A-C0897X0305XX-ABZZP0_030513_KDM_63__IT-YOU__1383-9125	0
021A-C0897X0305XX-ABZZP0_030513_KDM_63__IT-YOU__1512-1025	0
021A-C0897X0305XX-ABZZP0_030513_KDM_63__IT-YOU__801-7125	0
021A-C0897X0305XX-ABZZP0_030513_KDM_63__THAT-YOU__1402-7925	0
021A-C0897X0305XX-ABZZP0_030513_KDM_63__THAT-YOU__1588-8325	0
021A-C0897X0305XX-ABZZP0_030513_KDM_63__THAT-YOU__551-6525	0
021A-C0897X0305XX-ABZZP0_030513_KDM_63__WHAT-YOU__847-1425	0
021A-C0897X0305XX-ABZZP0_030514_KDM_64__THAT-YOU__2350-85710806	0
021A-C0897X0305XX-ABZZP0_030514_KDM_64__WHAT-YOU__2343-90710806	0
021A-C0897X0305XX-ABZZP0_030514_KDM_64__WHAT-YOU__2548-98474015	0
021A-C0897X0306XX-AAZZP0_030601_KDM_66__ABOUT-YOU__1339-07773451	0
021A-C0897X0306XX-AAZZP0_030601_KDM_66__BUT-YOU__1472-42773451	0
021A-C0897X0306XX-AAZZP0_030601_KDM_66__FEET-YOU__1982-38773451	0
021A-C0897X0306XX-AAZZP0_030601_KDM_66__IT-YOU__1031-23773451	0
021A-C0897X0306XX-AAZZP0_030601_KDM_66__LET-YOU__233-765	0
021A-C0897X0306XX-AAZZP0_030601_KDM_66__THAT-YOU__842-147734512	0
021A-C0897X0306XX-AAZZP0_030601_KDM_66__THOUGHT-YOU__44-535	0
021A-C0897X0306XX-AAZZP0_030601_KDM_66__WANT-YOU__1264-93773451	0
021A-C0897X0306XX-AAZZP0_030601_KDM_66__WHAT-YOU__1268-26773451	0
021A-C0897X0306XX-AAZZP0_030601_KDM_66__WHAT-YOU__1469-63773451	0
021A-C0897X0306XX-AAZZP0_030601_KDM_66__WHAT-YOU__2200-65773451	0
021A-C0897X0306XX-ABZZP0_030602_KDM_67__BUT-YOU__2136-595	0
021A-C0897X0306XX-ABZZP0_030602_KDM_67__IT-YOU__2103-055	0
021A-C0897X0306XX-ABZZP0_030602_KDM_67__IT-YOU__2259-595	0
021A-C0897X0306XX-ABZZP0_030602_KDM_67__JUST-YOU__2494-055	0
021A-C0897X0306XX-ABZZP0_030602_KDM_67__THAT-YOU__413-125	0
021A-C0897X0306XX-ABZZP0_030602_KDM_67__WHAT-YOU__2289-035	0
021A-C0897X0306XX-ABZZP0_030602_KDM_67__WHAT-YOU__230-975	0
021A-C0897X0307XX-AAZZP0_030703_KDM_70__THAT-YOU__112-4625	0
021A-C0897X0307XX-AAZZP0_030712_KDM_79__IT-YOU__1263-0225	0
021A-C0897X0307XX-AAZZP0_030718_KDM_85__THAT-YOU__2355-405	0
021A-C0897X0307XX-AAZZP0_030719_KDM_86__THAT-YOU__2462-1325	0
021A-C0897X0307XX-ABZZP0_030722_KDM_89__THAT-YOU__95-3725	0
021A-C0897X0307XX-ABZZP0_030726_KDM_93__WHAT-YOU__739-5425	0
021A-C0897X0307XX-ABZZP0_030731_KDM_98__THAT-YOU__1237-9925	0
021A-C0897X0307XX-ABZZP0_030732_KDM_99__ALRIGHT-YOU__1475-5825	0
021A-C0897X0307XX-ABZZP0_030734_KDM_101__BUT-YOU__2049-1825	0
021A-C0897X0307XX-ABZZP0_030734_KDM_101__BUT-YOU__2143-6625	0
021A-C0897X0307XX-ABZZP0_030734_KDM_101__IT-YOU__2169-5025	0
021A-C0897X0307XX-ABZZP0_030734_KDM_101__WHAT-YOU__2081-1225	0
021A-C0897X0307XX-ABZZP0_030735_KDM_102__THAT-YOU__2496-7025	0
021A-C0897X0308XX-AAZZP0_030802_KD8_2__BIT-YOU__962-585	0
021A-C0897X0308XX-AAZZP0_030802_KD8_2__THAT-YOU__1818-77418239	0
021A-C0897X0308XX-AAZZP0_030802_KD8_2__THAT-YOU__942-885	0
021A-C0897X0308XX-AAZZP0_030802_KD8_2__THOUGHT-YOU__1664-815	0
021A-C0897X0308XX-AAZZP0_030802_KD8_2__WHAT-YOU__1180-545	0
021A-C0897X0309XX-AAZZP0_030902_KD8_4__BUT-YOU__1794-5701663	0
021A-C0897X0309XX-ABZZP0_030903_KD8_5__BUT-YOU__1703-1725	0
021A-C0897X0309XX-ABZZP0_030903_KD8_5__BUT-YOU__835-9425	0
021A-C0897X0309XX-ABZZP0_030903_KD8_5__IT-YOU__521-0025	0
021A-C0897X0309XX-ABZZP0_030903_KD8_5__THAT-YOU__808-9225	0
021A-C0897X0309XX-ABZZP0_030903_KD8_5__THOUGHT-YOU__2415-0825	0
021A-C0897X0309XX-ABZZP0_030903_KD8_5__WANT-YOU__133-7825	0
021A-C0897X0309XX-ABZZP0_030903_KD8_5__WHAT-YOU__1903-8325	0
021A-C0897X0310XX-AAZZP0_031002_KD8_6__THAT-YOU__1411-08403294	0
021A-C0897X0310XX-AAZZP0_031002_KD8_6__THAT-YOU__719-254032941	0
021A-C0897X0310XX-AAZZP0_031002_KD8_6__WHAT-YOU__1215-21403294	0
021A-C0897X0311XX-AAZZP0_031101_KD8_7__IT-YOU__426-330184727	0
021A-C0897X0311XX-AAZZP0_031101_KD8_7__THAT-YOU__497-200184727	0
021A-C0897X0311XX-AAZZP0_031103_KD8_8__THAT-YOU__1340-895	0
021A-C0897X0311XX-AAZZP0_031103_KD8_8__THOUGHT-YOU__1749-675	0
021A-C0897X0311XX-AAZZP0_031103_KD8_8__WHAT-YOU__1505-075	0
021A-C0897X0311XX-AAZZP0_031103_KD8_8__WHAT-YOU__1672-995	0
021A-C0897X0311XX-ABZZP0_031104_KD8_9__PUT-YOU__26-3625	0
021A-C0897X0311XX-ABZZP0_031104_KD8_9__THAT-YOU__123-8825	0
021A-C0897X0311XX-ABZZP0_031104_KD8_9__THAT-YOU__190-3425	0
021A-C0897X0311XX-ABZZP0_031104_KD8_9__THAT-YOU__364-0125	0
021A-C0897X0311XX-ABZZP0_031104_KD8_9__WHAT-YOU__1304-4325	0
021A-C0897X0311XX-ABZZP0_031104_KD8_9__WHAT-YOU__1487-8525	0
021A-C0897X0311XX-ABZZP0_031104_KD8_9__WHAT-YOU__1489-1525	0
021A-C0897X0311XX-ABZZP0_031105_KD8_10__THAT-YOU__2311-25711427	0
021A-C0897X0311XX-ABZZP0_031105_KD8_10__THAT-YOU__2317-68711427	0
021A-C0897X0311XX-ABZZP0_031105_KD8_10__WHAT-YOU__2592-79711427	0
021A-C0897X0312XX-AAZZP0_031201_KD8_11__BUT-YOU__758-814504876	0
021A-C0897X0312XX-AAZZP0_031201_KD8_11__WHAT-YOU__768-984504876	0
021A-C0897X0312XX-ABZZP0_031202_KD8_12__DIFFERENT-YOU__1815-8525	0
021A-C0897X0312XX-ABZZP0_031202_KD8_12__GOT-YOU__1491-8225	0
021A-C0897X0312XX-ABZZP0_031202_KD8_12__THAT-YOU__2157-4225	0
021A-C0897X0313XX-AAZZP0_031301_KD8_13__AT-YOU__2439-235	0
021A-C0897X0313XX-AAZZP0_031301_KD8_13__BIT-YOU__2524-965	0
021A-C0897X0313XX-AAZZP0_031301_KD8_13__IT-YOU__919-199921995	0
021A-C0897X0313XX-AAZZP0_031301_KD8_13__THAT-YOU__1916-339922	0
021A-C0897X0313XX-AAZZP0_031301_KD8_13__THAT-YOU__1974-229922	0
021A-C0897X0313XX-AAZZP0_031301_KD8_13__THOUGHT-YOU__589-105	0
021A-C0897X0313XX-ABZZP0_031302_KD8_14__GET-YOU__287-5825	0
021A-C0897X0313XX-ABZZP0_031302_KD8_14__GET-YOU__308-6925	0
021A-C0897X0314XX-ABZZP0_031405_KD8_18__ABOUT-YOU__1339-20019448	0
021A-C0897X0314XX-ABZZP0_031405_KD8_18__GOT-YOU__382-525	0
021A-C0897X0314XX-ABZZP0_031405_KD8_18__THAT-YOU__799-195	0
021A-C0897X0314XX-ABZZP0_031405_KD8_18__WHAT-YOU__747-485	0
021A-C0897X0315XX-AAZZP0_031501_KD8_20__LET-YOU__910-627283124	0
021A-C0897X0315XX-AAZZP0_031503_KD8_22__NOT-YOU__1713-28930256	0
021A-C0897X0315XX-AAZZP0_031504_KD8_23__WHAT-YOU__2354-44810339	0
021A-C0897X0325XX-AAZZP0_032501_KP1_1__BIT-YOU__2255-3625	0
021A-C0897X0325XX-AAZZP0_032501_KP1_1__BUT-YOU__1348-5825	0
021A-C0897X0325XX-AAZZP0_032501_KP1_1__BUT-YOU__1590-8025	0
021A-C0897X0325XX-AAZZP0_032501_KP1_1__BUT-YOU__1649-6825	0
021A-C0897X0325XX-AAZZP0_032501_KP1_1__BUT-YOU__2187-6425	0
021A-C0897X0325XX-AAZZP0_032501_KP1_1__BUT-YOU__2754-8325	0
021A-C0897X0325XX-AAZZP0_032501_KP1_1__BUT-YOU__2782-6025	0
021A-C0897X0325XX-AAZZP0_032501_KP1_1__BUT-YOU__921-1125	0
021A-C0897X0325XX-AAZZP0_032501_KP1_1__FIT-YOU__954-2125	0
021A-C0897X0325XX-AAZZP0_032501_KP1_1__WHAT-YOU__607-1425	0
021A-C0897X0325XX-ABZZP0_032502_KP1_2__BUT-YOU__1049-1325	0
021A-C0897X0325XX-ABZZP0_032502_KP1_2__BUT-YOU__2132-7425	0
021A-C0897X0325XX-ABZZP0_032502_KP1_2__BUT-YOU__2212-9825	0
021A-C0897X0325XX-ABZZP0_032502_KP1_2__BUT-YOU__2347-3525	0
021A-C0897X0325XX-ABZZP0_032502_KP1_2__COST-YOU__2203-0825	0
021A-C0897X0325XX-ABZZP0_032502_KP1_2__IT-YOU__1875-5025	0
021A-C0897X0325XX-ABZZP0_032502_KP1_2__THAT-YOU__1242-1825	0
021A-C0897X0325XX-ABZZP0_032502_KP1_2__THAT-YOU__685-1325	0
